# remote_host=100.121.87.73
# vmstat_interval_seconds=1
# started_local=2026-03-12T15:22:50+08:00
# started_remote=2026-03-12T15:22:50+08:00
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 12989796   1472 657308    0    0     0    68  542  601  0  0 100  0  0  0
 0  0      0 12990048   1472 657296    0    0     0     0 1139 2414  0  1 99  0  0  0
 0  0      0 12990048   1472 657296    0    0     0     0  701  720  0  0 100  0  0  0
 0  0      0 12989804   1480 657288    0    0     0   168 1570 2631  0  1 99  0  0  0
 0  0      0 12990048   1480 657280    0    0     0     0  584  577  0  0 100  0  0  0
 0  0      0 12990552   1480 657280    0    0     0     0 1824 2568  0  1 99  0  0  0
 0  0      0 12990300   1480 657292    0    0     0     0  686  678  0  0 100  0  0  0
 0  0      0 12990812   1480 657300    0    0     0     0 1780 2610  0  1 99  0  0  0
 0  0      0 12990804   1488 657300    0    0     0    48  659  658  0  0 99  1  0  0
 0  0      0 12990552   1488 657296    0    0     0    44 1814 2620  0  1 99  0  0  0
 0  0      0 12990552   1488 657292    0    0     0     0  666  616  0  0 100  0  0  0
 0  0      0 12990048   1488 657276    0    0     0     0 1729 2537  0  1 99  0  0  0
 0  0      0 12990300   1488 657272    0    0     0     0  701  659  0  0 100  0  0  0
 0  0      0 12989796   1496 657264    0    0     0    56 1816 2590  0  1 98  1  0  0
 0  0      0 12990048   1496 657268    0    0     0     0  530  553  0  0 100  0  0  0
 0  0      0 12989796   1496 657268    0    0     0     0 1530 2539  0  1 99  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 12989796   1496 657276    0    0     0     0  475  491  0  0 100  0  0  0
 0  0      0 12989292   1496 657276    0    0     0     0 1618 2647  0  1 99  0  0  0
 0  0      0 12989544   1504 657268    0    0     0    36  645  655  0  0 99  1  0  0
 1  0      0 12989544   1504 657268    0    0     0     0 1172 1947  0  0 99  0  0  0
 0  0      0 12989544   1504 657264    0    0     0     0 1113 1432  0  0 99  0  0  0
 0  0      0 12990300   1504 657268    0    0     0     0  629  607  0  0 100  0  0  0
 0  0      0 12990240   1504 657268    0    0     0     0 1531 2549  0  1 99  0  0  0
 0  0      0 12990240   1512 657268    0    0     0    44  555  553  0  0 99  1  0  0
 0  0      0 12989484   1512 657260    0    0     0     0 1576 2544  0  1 99  0  0  0
 0  1      0 12989484   1512 657260    0    0     0    68  474  522  0  0 99  0  0  0
 0  0      0 12988992   1512 657256    0    0     0     0 1570 2443  0  0 99  0  0  0
 0  2      0 12988992   1512 657284    0    0    24     0  552  595  0  0 99  1  0  0
 0  0      0 12987732   1656 657744    0    0   560    88 2546 4115  0  1 98  1  0  0
 0  0      0 12987732   1656 657744    0    0     0    12  745  667  0  0 100  0  0  0
 0  0      0 12986220   1656 657744    0    0     0     0 1260 2337  0  1 99  0  0  0
 0  0      0 12986220   1656 657744    0    0     0     0  385  414  0  0 100  0  0  0
 0  0      0 12985968   1656 657768    0    0    24     0 1320 2456  0  0 99  0  0  0
 0  0      0 12985968   1664 657772    0    0     4    48  556  572  0  0 98  2  0  0
 0  0      0 12986220   1664 657776    0    0     0     0 1825 2608  0  1 99  0  0  0
 0  0      0 12985212   1800 657860    0    0   168     0 1454 1961  0  0 99  1  0  0
 0  0      0 12985972   1816 657856    0    0    16     0 1586 2544  1  1 98  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 12985972   1816 657856    0    0     0     0  387  493  0  0 100  0  0  0
 0  0      0 12984964   1824 657844    0    0     0    64 1485 2408  0  1 98  1  0  0
 1  0      0 12985720   1824 657876    0    0    24    84  505  613  0  0 100  0  0  0
 0  0      0 12985216   1824 657884    0    0     0     0 1489 2466  0  0 99  0  0  0
 0  0      0 12985468   1824 657884    0    0     0     0  291  387  0  0 100  0  0  0
 0  0      0 12984460   1824 657880    0    0     0     0 1419 2383  0  1 99  0  0  0
 0  0      0 12984460   1832 657880    0    0     8    36  439  578  0  0 98  1  0  0
 0  0      0 12984460   1832 657892    0    0     0     8 1564 2560  0  1 99  0  0  0
 0  0      0 12984460   1832 657896    0    0     0     4  302  382  0  0 100  0  0  0
 0  0      0 12983956   1832 657892    0    0     0     0 1427 2351  0  1 99  0  0  0
 0  0      0 12984208   1832 657904    0    0    12     0  286  455  0  0 99  0  0  0
 2  0      0 12815468   2532 788364    0    0 131484   120 7247 10146 13  2 82  3  0  0
 1  0      0 12799296   3668 807208    0    0 19444    68 5301 7938 15  2 82  1  0  0
 0  0      0 12837504   3668 807276    0    0     8     0 1250 1548  2  1 97  0  0  0
 0  0      0 12836256   3668 807304    0    0     0     0 1460 2400  0  1 99  0  0  0
 0  0      0 12838924   3668 807304    0    0     0     0  258  379  0  0 100  0  0  0
 0  0      0 12838672   3676 807312    0    0    24   136 1536 2497  0  1 97  2  0  0
 0  0      0 12838672   3676 807320    0    0     0     0  197  301  0  0 100  0  0  0
 0  0      0 12838420   3676 807324    0    0     0     0 1375 2336  0  1 99  0  0  0
 0  0      0 12838420   3676 807328    0    0     0     0  218  340  0  0 100  0  0  0
 0  0      0 12835144   3676 807376    0    0    56     0 2574 3867  1  1 98  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 12834968   3684 807396    0    0     0    52  331  346  0  0 99  1  0  0
 0  0      0 12834716   3684 807392    0    0     0     0 1383 2378  0  0 99  0  0  0
 0  0      0 12834716   3684 807396    0    0     0   368  224  335  0  0 100  0  0  0
 0  0      0 12834716   3688 807400    0    0     4     4 1417 2418  0  0 99  0  0  0
 0  0      0 12835724   3688 807404    0    0    24     0  349  490  0  0 99  0  0  0
 0  0      0 12835472   3696 807424    0    0     0    64 1404 2333  0  1 98  1  0  0
 0  0      0 12835472   3696 807432    0    0     0     0  216  309  0  0 100  0  0  0
 0  0      0 12834464   3696 807448    0    0     0     8 1402 2342  0  1 99  0  0  0
 0  0      0 12834464   3696 807452    0    0     0     0  294  396  0  0 100  0  0  0
 0  0      0 12834220   3696 807456    0    0    28     4 1527 2513  0  1 99  0  0  0
 0  0      0 12834464   3704 807472    0    0     0    64  259  369  0  0 99  1  0  0
 0  0      0 12834212   3704 807476    0    0     0     0 1455 2426  0  0 99  0  0  0
 0  0      0 12833960   3720 807460    0    0     0   232  232  324  0  0 99  1  0  0
 0  0      0 12833456   3720 807472    0    0     0     0 1339 2297  0  0 99  0  0  0
 0  0      0 12833456   3720 807472    0    0     0     0  248  366  0  0 100  0  0  0
 0  0      0 12833708   3720 807468    0    0     0     0 1379 2324  0  1 99  0  0  0
 0  0      0 12833456   3720 807464    0    0     0     4  265  364  0  0 100  0  0  0
 0  0      0 12833456   3720 807464    0    0     0   196 1383 2319  0  0 99  0  0  0
 0  0      0 12833960   3728 807460    0    0     0    48  232  328  0  0 99  1  0  0
 1  0      0 12833960   3728 807464    0    0     0     0  852 1534  0  0 99  0  0  0
 0  0      0 12834212   3728 807476    0    0     8     0  772 1314  0  0 99  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 12834212   3728 807484    0    0     0     0  422  613  0  0 100  0  0  0
 0  0      0 12832704   3728 807512    0    0    12    96 1356 2484  0  1 99  0  0  0
 0  0      0 12998512    632 646120    0    0  1612    96 1289 1526  0  1 97  1  0  0
 0  0      0 12998264    632 647492    0    0  1364     0 1428 2412  1  1 97  1  0  0
 0  0      0 12998264    632 647492    0    0     0     0  219  331  0  0 100  0  0  0
 0  0      0 12997760    632 647492    0    0   284    52 1522 2471  0  1 99  0  0  0
 0  0      0 12997508    632 647768    0    0     0     0  245  381  0  0 100  0  0  0
 0  0      0 12995492    640 647776    0    0     0    48 1427 2365  0  1 98  1  0  0
 0  0      0 12995492    640 647780    0    0     0     0  250  358  0  0 100  0  0  0
 0  0      0 12994988    640 647780    0    0     0     0 1368 2294  0  1 99  0  0  0
 0  0      0 12994988    640 647768    0    0     0     0  201  308  0  0 100  0  0  0
 0  0      0 12995240    640 647784    0    0     0     8 1359 2297  0  1 99  0  0  0
 0  0      0 12994764    648 647784    0    0     0    52  236  338  0  0 99  1  0  0
 0  0      0 12994512    648 647784    0    0     0     0 1443 2381  0  1 99  0  0  0
 0  0      0 12994764    660 647844    0    0    16     0  352  495  0  0 99  1  0  0
 0  0      0 12994764    664 647844    0    0     4     4 1394 2317  0  0 99  0  0  0
 0  0      0 12994764    664 647844    0    0     0     0  285  401  0  0 100  0  0  0
 0  0      0 12986000   1096 654912    0    0  7488   240 3110 4196  1  1 97  2  0  0
 0  0      0 12986256   1096 654912    0    0     0     0  295  369  0  0 100  0  0  0
 0  0      0 12986256   1096 654912    0    0     0    72 1086 2308  0  1 99  0  0  0
 0  0      0 12985752   1096 654968    0    0    56     0  322  433  0  0 100  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 12985248   1096 654996    0    0     0     0 1302 2446  0  0 99  0  0  0
 0  0      0 12985248   1104 654988    0    0     0    72  365  446  0  0 98  1  0  0
 0  0      0 12984996   1104 654996    0    0     0     0 1323 2422  0  1 99  0  0  0
 0  0      0 12985500   1104 655004    0    0     0     0  306  380  0  0 100  0  0  0
 1  0      0 12984996   1104 655004    0    0     0     0 1296 2248  0  1 99  0  0  0
 0  0      0 12983988   1104 655016    0    0     0     0  520  616  0  0 100  0  0  0
 0  0      0 12983988   1112 655020    0    0     0   128  359  424  0  0 98  1  0  0
 0  0      0 12983736   1112 655020    0    0     0     0 1611 2523  0  1 99  0  0  0
 0  0      0 12983736   1112 655020    0    0     0     0  386  458  0  0 100  0  0  0
 0  0      0 12984492   1112 655004    0    0     0     0 1557 2492  0  0 99  0  0  0
 0  0      0 12984492   1112 655004    0    0     0     0  445  460  0  0 100  0  0  0
 0  0      0 12984492   1120 655004    0    0     0    64 1605 2526  0  1 98  1  0  0
 0  0      0 12985456   1120 655004    0    0     0     0  443  538  0  0 99  0  0  0
 0  0      0 12985204   1120 655012    0    0     0     0 1499 2427  0  1 99  0  0  0
 0  0      0 12985204   1120 655012    0    0     0     0  348  465  0  0 100  0  0  0
 0  0      0 12985204   1120 655016    0    0     0     0 1477 2434  0  1 99  0  0  0
 0  0      0 12985204   1128 655008    0    0     0    32  421  483  0  0 99  1  0  0
 0  0      0 12984700   1128 655020    0    0     0     0 1685 2643  0  1 99  0  0  0
 0  0      0 12984700   1128 655020    0    0     0     0  414  467  0  0 100  0  0  0
 0  0      0 12984448   1128 655016    0    0     0     0 1557 2455  0  1 99  0  0  0
 0  0      0 12984448   1128 655008    0    0     0     0  419  448  0  0 100  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 12984196   1136 655020    0    0     0    44 1634 2478  0  1 98  1  0  0
 0  0      0 12984196   1136 655020    0    0    16    68  365  475  0  0 99  1  0  0
 0  0      0 12983944   1136 655028    0    0     0     0 1785 2846  0  1 99  0  0  0
 0  0      0 12983944   1136 655032    0    0     0     0  589  682  0  0 100  0  0  0
 0  0      0 12983440   1136 655036    0    0     0     0 1778 2766  0  1 99  0  0  0
 0  0      0 12983972   1144 655028    0    0     0   184  536  696  0  0 99  1  0  0
 0  0      0 12983216   1144 655040    0    0     0     0 1455 2602  0  0 99  0  0  0
 0  0      0 12983468   1144 655040    0    0     0     0  365  503  0  0 100  0  0  0
 0  0      0 12982964   1144 655040    0    0     0     0 1673 2614  0  1 99  0  0  0
 0  0      0 12983216   1144 655036    0    0     0     0  655  834  0  0 100  0  0  0
 0  0      0 12983232   1152 655040    0    0     0    72 1745 2987  0  1 98  1  0  0
 0  0      0 12983468   1152 655048    0    0     0     0  733  958  0  0 100  0  0  0
 1  0      0 12983468   1152 655048    0    0     0     0  745 1047  0  0 99  0  0  0
 0  0      0 12983720   1156 655044    0    0     4     0 1461 2723  0  0 99  1  0  0
 0  0      0 12983720   1156 655048    0    0     0     0  596  801  0  0 100  0  0  0
 0  1      0 12941772   1984 661940    0    0  7976   312 2820 4276  5  1 92  2  0  0
 0  0      0 12929104   4520 672704    0    0 13212     8 2597 2378  0  1 96  3  0  0
 0  0      0 12927592   4520 672936    0    0     0     0 1460 2512  0  1 99  0  0  0
 0  0      0 12927592   4520 672928    0    0     0     0  323  445  0  0 100  0  0  0
 0  0      0 12930872   4520 672928    0    0     0     0 1331 2418  0  1 99  0  0  0
 0  0      0 12931880   4528 672928    0    0     0    72  443  538  0  0 100  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 12930804   4528 672932    0    0     0     0 1037 2306  0  1 99  0  0  0
 0  0      0 12930804   4528 672932    0    0     0    68  334  437  0  0 99  0  0  0
 0  0      0 12930804   4528 672932    0    0     0     0 1221 2308  0  1 99  0  0  0
 0  0      0 12930804   4528 672932    0    0     0     0  341  452  0  0 100  0  0  0
 0  0      0 12930048   4536 672924    0    0     0    32 1330 2403  0  1 98  1  0  0
 1  0      0 12930300   4536 672936    0    0     0     0  389  440  0  0 100  0  0  0
 0  0      0 12929796   4536 672932    0    0     0     0 1562 2486  0  1 99  0  0  0
 0  0      0 12929796   4536 672932    0    0     0     0  322  414  0  0 100  0  0  0
 0  0      0 12929544   4536 672932    0    0     0     0 1526 2400  0  1 99  0  0  0
 0  0      0 12929292   4544 672932    0    0     0    36  347  428  0  0 99  1  0  0
 0  0      0 12927780   4544 672932    0    0     0     0 1568 2404  0  1 99  0  0  0
 0  0      0 12927528   4544 672932    0    0     0     0  380  479  0  0 100  0  0  0
 0  0      0 12927024   4544 672936    0    0     0     0 1045 2274  0  1 99  0  0  0
 0  0      0 12897164   4552 672932    0    0    12    12  865 1354  2  1 97  0  0  0
 0  0      0 12893680   4560 673248    0    0   316    92 2094 3553  1  1 97  1  0  0
 0  0      0 12892656   4560 673264    0    0     0    40  886 1261  0  0 99  0  0  0
 0  0      0 12892404   4560 673248    0    0     0     0 1528 2381  0  1 99  0  0  0
 0  0      0 12892416   4560 673260    0    0     0     0  583  715  0  0 100  0  0  0
 0  0      0 12893184   4560 673292    0    0     0     0 1495 2504  0  1 99  0  0  0
 0  0      0 12893688   4568 673296    0    0     0    60  992 1209  0  0 98  1  0  0
 0  0      0 12892176   4568 673296    0    0     0     0 1745 2901  0  1 99  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 12892936   4568 673292    0    0     0     0  461  473  0  0 100  0  0  0
 2  0      0 12892936   4568 673292    0    0     0     0  424  513  0  0 100  0  0  0
 0  0      0 12893188   4568 673292    0    0     0     0 1422 2289  0  1 99  0  0  0
 0  0      0 12893188   4576 673284    0    0     0   104  338  445  0  0 97  2  0  0
 0  0      0 12892936   4588 673264    0    0    12    92 1525 2415  0  1 99  0  0  0
 0  0      0 12892936   4588 673280    0    0     0     0  314  417  0  0 100  0  0  0
 0  0      0 12892684   4588 673284    0    0     0     0 1304 2234  0  0 99  0  0  0
 0  0      0 12892684   4588 673284    0    0     0     0  195  322  0  0 100  0  0  0
 0  0      0 12893716   4596 673284    0    0     0    80 1396 2329  0  1 98  2  0  0
 0  0      0 12898372   4596 673284    0    0     0   116  234  345  0  0 99  0  0  0
 0  0      0 12898372   4596 673284    0    0     0     0 1536 2569  0  1 99  0  0  0
 0  0      0 12898372   4596 673284    0    0     0     0  342  432  0  0 100  0  0  0
 0  0      0 12897868   4596 673288    0    0     0     0 1370 2634  0  1 99  0  0  0
 0  0      0 12897868   4604 673284    0    0     0    44  433  508  0  0 99  0  0  0
 0  0      0 12897364   4604 673284    0    0     0     0 1490 2339  0  1 99  0  0  0
 0  0      0 12897616   4604 673296    0    0     0     0  409  463  0  0 100  0  0  0
 0  0      0 12901500   4732 673384    0    0   160     0 2499 3943  0  1 98  0  0  0
 0  0      0 12901312   4744 673384    0    0    12     0  455  555  0  0 99  1  0  0
 1  0      0 12900304   4752 673552    0    0   244    72 1852 2977  0  1 97  2  0  0
 0  0      0 12896524   4752 673632    0    0     0     0 1076 1296  0  0 99  0  0  0
 0  0      0 12895012   4752 673632    0    0     0     0 2128 3152  0  1 99  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 12894256   4752 673628    0    0     0     0  530  678  0  0 100  0  0  0
 0  0      0 12893248   4752 673628    0    0     0     0 1700 2650  0  1 99  0  0  0
 0  0      0 12892996   5076 676300    0    0  2944    60 1771 2119  1  1 96  2  0  0
 0  0      0 12893500   5076 676312    0    0     0     0 2044 3273  0  1 99  0  0  0
 1  0      0 12893500   5076 676308    0    0     0    16  709  787  0  0 100  0  0  0
 0  0      0 12879144   5200 676308    0    0   124    24 2077 3898  0  1 98  0  0  0
 0  0      0 12879164   5200 676324    0    0     0     0  771  749  0  0 100  0  0  0
 0  0      0 12878912   5208 676316    0    0     0    80 2248 3274  0  1 97  1  0  0
 0  0      0 12878408   5208 676312    0    0     0    68  851  995  0  0 100  0  0  0
 0  0      0 12877904   5208 676312    0    0     0     4  885 1618  0  0 99  0  0  0
 0  0      0 13071276   5360 676396    0    0   240     0 2054 2713  1  1 98  0  0  0
 0  0      0 13071024   5360 676396    0    0     0     0  202  307  0  0 100  0  0  0
 0  0      0 13073160   5368 676392    0    0     0    48 1559 2686  0  1 98  1  0  0
 0  0      0 13073564   5368 676400    0    0     0     0  475  570  0  0 100  0  0  0
 0  0      0 13073564   5368 676400    0    0     0    16 1101 2202  0  0 99  0  0  0
 0  0      0 13073564   5368 676400    0    0     0     0  222  338  0  0 100  0  0  0
 0  0      0 13073816   5368 676400    0    0     0     0 1288 2255  0  0 99  0  0  0
 0  0      0 13073832   5376 676392    0    0     0    60  435  529  0  0 99  1  0  0
 0  0      0 13079820   5376 676400    0    0     0     0 1246 2300  0  3 97  0  0  0
 0  0      0 13079820   5376 676400    0    0     0     0  221  326  0  0 100  0  0  0
 0  0      0 13078560   5376 676400    0    0     0     0 1126 2194  0  1 99  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 13078560   5376 676400    0    0     0     0  219  339  0  0 100  0  0  0
 0  0      0 13078056   5384 676392    0    0     0    32 1124 2215  0  1 98  1  0  0
 0  0      0 13078056   5384 676404    0    0     0     0  215  321  0  0 100  0  0  0
 0  0      0 13076292   5384 676396    0    0     0   100 1082 2167  0  1 99  0  0  0
 0  0      0 13076292   5384 676396    0    0     0     0  231  325  0  0 100  0  0  0
 0  0      0 13075788   5384 676396    0    0     0     0 1077 2153  0  1 99  0  0  0
 0  0      0 13075788   5392 676396    0    0     0    44  315  449  0  0 100  0  0  0
 0  0      0 13075312   5392 676404    0    0     0     0 1533 2913  0  1 99  0  0  0
 0  0      0 13075312   5392 676412    0    0     0   224  288  393  0  0 100  0  0  0
 0  0      0 13069364   5668 677324    0    0  1280    32 2410 4247  1  1 97  1  0  0
 0  0      0 13068836   5668 677492    0    0     0     0  307  317  0  0 100  0  0  0
 0  0      0 13067352   5676 677520    0    0    24   120 1294 2381  0  1 98  1  0  0
 0  0      0 13067352   5676 677520    0    0     0     0  216  319  0  0 100  0  0  0
 0  0      0 13066608   5680 677520    0    0     4    88 1111 2184  0  1 99  1  0  0
 0  0      0 13066356   5680 677528    0    0     8     0  325  447  0  0 99  0  0  0
 1  0      0 13013196   5796 697512    0    0 20512     0 3632 5318 11  1 87  1  0  0
 1  0      0 12854856   6200 820872    0    0 123332   108 5411 6836  4  2 92  3  0  0
 0  0      0 12912492   6316 822492    0    0  1608     0 2264 3371  2  1 96  1  0  0
 0  0      0 12912492   6316 822492    0    0     0     0  327  401  0  0 100  0  0  0
 1  0      0 12912380   6316 822492    0    0    24     0 1305 2303  0  1 99  0  0  0
 0  0      0 12912744   6316 822516    0    0     0     0  320  415  0  0 100  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 12912744   6324 822512    0    0     0    84  223  338  0  0 99  1  0  0
 0  0      0 12910980   6324 822528    0    0     8     0 1226 2381  0  0 99  0  0  0
 0  0      0 12910980   6324 822528    0    0     0     0  285  432  0  0 100  0  0  0
 0  0      0 12910728   6324 822524    0    0     0    16 1221 2260  0  1 99  0  0  0
 1  0      0 12901444   6332 822532    0    0    72     0  755 1104  0  0 99  1  0  0
 0  0      0 12928164   6492 823648    0    0  1088   168 2706 4328  1  1 96  2  0  0
 0  0      0 12930448   6492 823648    0    0     0     0  211  319  0  0 100  0  0  0
 0  0      0 12928936   6492 823648    0    0     0     0  693 2076  0  1 99  0  0  0
 0  0      0 12928936   6492 823648    0    0     0     0  265  426  0  0 100  0  0  0
 0  0      0 12931436   6492 823616    0    0    24     0 1154 2303  0  1 99  0  0  0
 0  0      0 12931436   6500 823632    0    0     0    44  300  433  0  0 99  1  0  0
 0  0      0 12931464   6500 823644    0    0     0     0 1213 2397  0  1 99  0  0  0
 0  0      0 12931212   6500 823644    0    0     0     0  220  314  0  0 100  0  0  0
 0  0      0 12930988   6500 823640    0    0     0     0 1182 2240  0  1 99  0  0  0
 0  0      0 12931240   6500 823640    0    0     0     0  278  398  0  0 100  0  0  0
 0  0      0 12925956   6508 827540    0    0  4056    68 2429 4087  0  1 98  1  0  0
 0  0      0 13034412   6508 827720    0    0     0     0  623  681  3  1 97  0  0  0
 0  0      0 13034672   6508 827716    0    0    24     0 1330 2268  0  1 99  0  0  0
 0  0      0 13034664   6508 827744    0    0     0   188  262  348  0  0 100  0  0  0
 0  0      0 13034160   6508 827744    0    0     0    68 1375 2282  0  1 99  0  0  0
 0  0      0 13034412   6516 827736    0    0     0    44  262  362  0  0 98  2  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 13032660   6516 827748    0    0     0     0 1087 2180  0  0 99  0  0  0
 0  0      0 13032660   6516 827744    0    0     0     0  205  317  0  0 100  0  0  0
 0  0      0 13032156   6516 827744    0    0     0   412 1290 2179  0  1 99  0  0  0
 0  0      0 13031904   6516 827744    0    0     0     0  189  295  0  0 100  0  0  0
 0  0      0 13031400   6524 827736    0    0     0    64 1323 2205  0  1 99  1  0  0
 0  0      0 13031904   6524 827744    0    0     0     0  184  296  0  0 100  0  0  0
 0  0      0 13031400   6524 827748    0    0     4     4 1528 2459  0  1 99  0  0  0
 1  0      0 12973060   6524 836320    0    0  8664    68 1307 1617  2  1 96  1  0  0
17  5      0 12208812   6696 874308    0    0 39632     8 13878 22382 13 11 75  2  0  0
 4  0      0 11249764   7364 918736    0    0  6004 36572 27056 77741 27 25 46  2  0  0
 2  0      0 12655892   7452 938272    0    0 19404     4 8299 9761  5  4 88  3  0  0
 1  0      0 12565032   8128 954556    0    0 16828     0 8317 9560  6  3 88  3  0  0
 0  1      0 12367108   8192 970908    0    0 16284     4 5368 5906  5  2 90  3  0  0
 0  1      0 12261796   8288 993420    0    0 22176     0 6123 7091  6  2 90  3  0  0
 1  0      0 12722528   8304 995268    0    0  1600   372 2987 3676  8  2 88  2  0  0
 1  0      0 12854644   8308 995528    0    0   260    12 4016 5717 11  3 85  0  0  0
 1  0      0 12617004   8308 995580    0    0     0     0 2732 3722 10  2 88  0  0  0
 1  0      0 12688520   8436 995448    0    0   128   112 4212 6462 13  3 84  0  0  0
 0  0      0 12472400   8564 995588    0    0   128    12 2765 3751  8  2 90  0  0  0
 0  0      0 12468200   8572 995592    0    0     0   232 1593 2532  0  1 98  1  0  0
 0  0      0 12468200   8572 995592    0    0     0    68  213  301  0  0 100  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 12464972   8572 995588    0    0     0     0 1461 2683  0  1 99  0  0  0
 0  0      0 12464964   8572 995608    0    0     0     0  309  430  0  0 100  0  0  0
 0  0      0 12463704   8572 995608    0    0     0     0 1371 2264  0  1 99  0  0  0
 0  0      0 12463452   8580 995608    0    0     0    40  249  362  0  0 99  1  0  0
 0  0      0 12461948   8580 995608    0    0     0     0 1190 2298  0  1 99  0  0  0
 0  0      0 12462192   8580 995608    0    0     0     0  242  342  0  0 100  0  0  0
 0  0      0 12460932   8580 995592    0    0     0     0  927 2138  0  1 99  0  0  0
 0  0      0 12460932   8580 995592    0    0     0     0  236  355  0  0 100  0  0  0
 0  0      0 12460176   8588 995592    0    0     0    32 1034 2263  0  1 99  0  0  0
 0  0      0 12460428   8588 995600    0    0     0     0  227  358  0  0 100  0  0  0
 0  0      0 12459924   8588 995600    0    0     0     0  903 2175  0  1 99  0  0  0
 0  0      0 12460428   8588 995596    0    0     0     0  269  353  0  0 100  0  0  0
 1  0      0 12460428   8588 995596    0    0     0   500  649 1224  0  0 99  0  0  0
 0  0      0 12458664   8596 995588    0    0     0    36  738 1382  0  0 99  1  0  0
 1  0      0 12458664   8596 995596    0    0     0     0  191  310  0  0 100  0  0  0
 0  0      0 12458664   8596 995596    0    0     0     0 1068 2160  0  0 99  0  0  0
 0  0      0 12458664   8596 995596    0    0     0     0  188  289  0  0 100  0  0  0
 0  0      0 12458160   8596 995596    0    0     0   128 1178 2246  0  0 99  0  0  0
 1  0      0 12457152   8604 995620    0    0     8    56  731  986  0  0 98  1  0  0
 0  0      0 12453628   8604 995624    0    0     0     0 1993 3751  1  1 98  0  0  0
 1  0      0 12452872   8604 995636    0    0     0     0 1186 1608  1  1 99  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 12453628   8604 995636    0    0     0     0 1544 2935  0  1 99  0  0  0
 0  0      0 12453628   8608 995636    0    0     4   168  793 1105  2  0 97  0  0  0
 0  0      0 12452116   8616 995636    0    0     0   104 1595 2983  1  1 98  1  0  0
 0  0      0 12438680   8620 996120    0    0   432    72 2212 2500  1  3 95  0  0  0
 0  0      0 12437792   8620 996116    0    0     0     0 3026 4298  1  1 98  0  0  0
 0  0      0 12438020   8620 996116    0    0     0     0  719 1016  1  1 99  0  0  0
 0  0      0 12437776   8624 996112    0    0     8   144 2046 3258  1  1 98  0  0  0
 0  0      0 12455344   8636 996136    0    0    44   156 1373 2036  1  1 98  0  0  0
 0  0      0 12453216   8636 996128    0    0     0     0 2053 3262  0  1 99  0  0  0
 0  0      0 12452712   8636 996124    0    0     0     0  861 1269  0  0 99  0  0  0
 0  0      0 12453468   8636 996124    0    0     0     0 1055 2516  1  1 99  0  0  0
 0  0      0 12453468   8636 996124    0    0     0     0  527  726  1  0 99  0  0  0
 0  0      0 12457352   8644 996116    0    0     0   248 1356 2819  1  1 97  2  0  0
 0  0      0 12451812   8644 996112    0    0     0     0 1044 1564  0  0 99  0  0  0
 0  0      0 12450300   8644 996112    0    0     0     0 1633 3085  0  1 99  0  0  0
